decision,reason_code,reason,title,year,venue,doi,arxiv,url,source_file,abstract_snippet
REVIEW,R_DOA_ONLY,Mentions DOA/AoA but no explicit Kalman/tracking terms; review.,Seismic Detection of Elephant Footsteps,2024,2024 27th International Conference on Information Fusion (FUSION),10.23919/fusion59988.2024.10706452,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10706452,ieee_xplore_2026-02-19_06-02-26.csv,"As human settlement expands into the natural habitats of wild animals, the conflicts between humans and wildlife increases. The human-elephant conflict causes a tremendous amount of damage, often to poor villages close to the savannah. In this paper, we continue our earlier repor..."
INCLUDE,I_DOA_TRACK,Mentions DOA/AoA and tracking (Kalman/EKF/UKF/innovation).,A Method of a Small-Sized Robotic System Direction Finding Using a Mobile Observer in Rugged Topography Conditions,2023,2023 30th Saint Petersburg International Conference on Integrated Navigation Systems (ICINS),10.23919/icins51816.2023.10168328,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10168328,ieee_xplore_2026-02-19_06-02-26.csv,"The problem of determining the bearing of an emitter located on board a small-sized seaborne or airborne robotic systems is considered. When using a receiver with omnidirectional antennas in the noise direction-finding mode, we observe the bearing on an emitter located on board t..."
INCLUDE,I_DOA_TRACK,Mentions DOA/AoA and tracking (Kalman/EKF/UKF/innovation).,Angle Domain Hybrid Precoding and Channel Tracking for Millimeter Wave Massive MIMO Systems,2017,IEEE Transactions on Wireless Communications,10.1109/twc.2017.2732405,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7999215,ieee_xplore_2026-02-19_06-02-26.csv,"The millimeter-wave (mm-wave) massive multiple-input multiple-output (MIMO) system has gained much attention for its considerable improvement in system throughput. However, the cost of complex hardware, e.g., radio frequency (RF) chains, hinders it from practical deployment. In t..."
INCLUDE,I_DOA_TRACK,Mentions DOA/AoA and tracking (Kalman/EKF/UKF/innovation).,Application of Kalman Filtering Approach on Signal Angle-of-Arrival Estimates,2023,2023 31st Signal Processing and Communications Applications Conference (SIU),10.1109/siu59756.2023.10223819,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10223819,ieee_xplore_2026-02-19_06-02-26.csv,"This study focuses on modifying the Kalman Filtering (KF) approach, whose measurement noise suppression capability had been proven many times, especially in multidimensional positioning problems, to serve one-dimensional signal angle-of-arrival (AoA) measurements, and examining t..."
INCLUDE,I_DOA_TRACK,Mentions DOA/AoA and tracking (Kalman/EKF/UKF/innovation).,Distributed Extended Kalman Particle Filter for Acoustic SLAM,2025,IEEE Transactions on Instrumentation and Measurement,10.1109/tim.2025.3600719,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11134754,ieee_xplore_2026-02-19_06-02-26.csv,"In complex environments, the background noise and room reverberation seriously degrade the performance of acoustic simultaneous localization and mapping (ASLAM) systems. To remedy the problem, an ASLAM method based on distributed extended Kalman particle filter (DEKF-PF) is propo..."
INCLUDE,I_DOA_TRACK,Mentions DOA/AoA and tracking (Kalman/EKF/UKF/innovation).,A Distributed Sensor-Based Recursive Framework for DoA Estimation and Geolocation,2024,IEEE Access,10.1109/access.2024.3424216,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10590719,ieee_xplore_2026-02-19_06-02-26.csv,This paper proposes a distributed sensor-based RECursive Subspace and Factor Graph (REC-SaFG) framework for direction-of-arrival (DoA) estimation and geolocation of a fast-moving target. The whole framework includes two recursive processes: (1) DoA estimation and tracking by 2-di...
REVIEW,R_DOA_ONLY,Mentions DOA/AoA but no explicit Kalman/tracking terms; review.,Audio Scene Monitoring Using Redundant Ad Hoc Microphone Array Networks,2022,IEEE Internet of Things Journal,10.1109/jiot.2021.3103523,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9509423,ieee_xplore_2026-02-19_06-02-26.csv,"We present a system for localizing sound sources in a room with several ad hoc microphone arrays. Each circular array performs direction of arrival (DOA) estimation independently using commercial software. The DOAs are fed to a fusion center, concatenated, and used to perform the..."
INCLUDE,I_DOA_TRACK,Mentions DOA/AoA and tracking (Kalman/EKF/UKF/innovation).,Improvement of the Position Estimation for Underwater Gliders With a Passive Acoustic Method,2021,IEEE Journal of Oceanic Engineering,10.1109/joe.2021.3085096,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9491037,ieee_xplore_2026-02-19_06-02-26.csv,"Underwater gliders are widely used in ocean observation with long operational endurance. Since gliders use buoyancy to generate gliding motion through water columns with a pair of wings, they are susceptible to ocean currents. With the limited navigation capability, the position ..."
REVIEW,R_DOA_ONLY,Mentions DOA/AoA but no explicit Kalman/tracking terms; review.,Hybrid RSS-DOA Fingerprint Indoor Localization Algorithm with Circular Reference Points Layout,2022,"2022 IEEE 33rd Annual International Symposium on Personal, Indoor and Mobile Radio Communications (PIMRC)",10.1109/pimrc54779.2022.9978158,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9978158,ieee_xplore_2026-02-19_06-02-26.csv,"Fingerprint localization (FL) is an effective localization method in rich scattering environments. However, conventional FL solutions are based on received signal strength (RSS) information, and they usually suffer from considerable performance degradation due to complex environm..."
EXCLUDE,E_NOT_DOA,No DOA/AoA/array context in title/abstract.,High-Efficiency Device Localization in 5G Ultra-Dense Networks: Prospects and Enabling Technologies,2015,2015 IEEE 82nd Vehicular Technology Conference (VTC2015-Fall),10.1109/vtcfall.2015.7390965,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7390965,ieee_xplore_2026-02-19_06-02-26.csv,"The deployment of future 5G ultra-dense small cell networks provides unprecedented opportunities to create an advanced localization system that meets the demands of future location-based services and functionalities. In this paper, we present technical enablers for obtaining loca..."
INCLUDE,I_DOA_TRACK,Mentions DOA/AoA and tracking (Kalman/EKF/UKF/innovation).,A Sequential Bayesian Algorithm for DOA Tracking in Time-Varying Environments,2015,Chinese Journal of Electronics,10.1049/cje.2015.01.023,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10855238,ieee_xplore_2026-02-19_06-02-26.csv,"This paper focuses on the Direction of arrival (DOA) tracking problem in dynamic environments where each source signal is modeled as a Gaussian process with time-varying mean and unknown covariance. In the presence of highly dynamic environment, benchmark algorithms usually have ..."
EXCLUDE,E_ARRAY_NO_DOA_TRACK,Array/radar terms but no DOA or tracking terms.,A Novel Neural Network Approach to Proactive 3-D Beamforming,2025,IEEE Transactions on Cognitive Communications and Networking,10.1109/tccn.2024.3494735,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10750053,ieee_xplore_2026-02-19_06-02-26.csv,"This study explores three-dimensional proactive beamforming at millimeter wave frequencies using transformer neural networks (TNNs), long short-term memory networks (LSTMs) and gated-recurrent units (GRUs). The proposed scheme aims to reduce beamforming latency by predicting futu..."
REVIEW,R_DOA_ONLY,Mentions DOA/AoA but no explicit Kalman/tracking terms; review.,Sound Source Localization and Reconstruction Using a Wearable Microphone Array and Inertial Sensors,2020,2020 IEEE 23rd International Conference on Information Fusion (FUSION),10.23919/fusion45008.2020.9190480,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9190480,ieee_xplore_2026-02-19_06-02-26.csv,A wearable microphone array platform is used to localize stationary sound sources and amplify the sound in the desired directions using several beamforming methods. The platform is equipped with inertial sensors and a magnetometer allowing predictions of source locations during o...
EXCLUDE,E_NOT_DOA,No DOA/AoA/array context in title/abstract.,Multi Stage Kalman Filter (MSKF) Based Time-Varying Sparse Channel Estimation With Fast Convergence,2022,IEEE Open Journal of Signal Processing,10.1109/ojsp.2021.3132583,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9635660,ieee_xplore_2026-02-19_06-02-26.csv,"The paper develops novel algorithms for time-varying (TV) sparse channel estimation in Massive multiple-input, multiple-output (MMIMO) systems. This is achieved by employing a novel reduced (non-uniformly spaced tap) delay-line equalizer, which can be related to low/reduced rank ..."
EXCLUDE,E_ARRAY_NO_DOA_TRACK,Array/radar terms but no DOA or tracking terms.,Towed array beamforming using sparse Bayesian learning during maneuvering,2019,OCEANS 2019 - Marseille,10.1109/oceanse.2019.8867380,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8867380,ieee_xplore_2026-02-19_06-02-26.csv,"A large aperture array is widely used to detect the silent targets among loud interferences. During maneuvering, it is critical to determine the array shape. The array can be modeled as a parabola array during slow maneuvering, thus the hydrophones positions are estimated using o..."
INCLUDE,I_DOA_TRACK,Mentions DOA/AoA and tracking (Kalman/EKF/UKF/innovation).,Performance Analysis of a Location System Based on the Direction of Arrival of the Radio Signal,2024,2024 IEEE Colombian Conference on Communications and Computing (COLCOM),10.1109/colcom62950.2024.10720288,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10720288,ieee_xplore_2026-02-19_06-02-26.csv,"Indoor Positioning Systems (IPS) can be implemented using various wireless technologies. Bluetooth version 5.1, or Bluetooth Low Energy (BLE), includes the Angle of Arrival (AoA) signal metric, which can be utilized for estimating the position of people or objects. This paper pro..."
INCLUDE,I_DOA_TRACK,Mentions DOA/AoA and tracking (Kalman/EKF/UKF/innovation).,Joint User Node Positioning and Clock Offset Estimation in 5G Ultra-Dense Networks,2015,2015 IEEE Global Communications Conference (GLOBECOM),10.1109/glocom.2015.7417360,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7417360,ieee_xplore_2026-02-19_06-02-26.csv,"It is commonly expected that network densification will play an important role in achieving the capacity demands of 5G communication networks. While densification is introduced to improve the spectral efficiency and area-capacity, it also results in an infrastructure that is perf..."
EXCLUDE,E_NOT_DOA,No DOA/AoA/array context in title/abstract.,An UWB/PDR Fusion Algorithm Based on Improved Square Root Unscented Kalman Filter,2019,2019 Chinese Control Conference (CCC),10.23919/chicc.2019.8866374,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8866374,ieee_xplore_2026-02-19_06-02-26.csv,"How to improve the accuracy of indoor positioning is a hot issue in the research of wireless indoor positioning technology. In order to solve the problem that Ultra Wideband (UWB) technology cannot locate accurately under the condition of non-line of sight (NLOS), this paper prop..."
EXCLUDE,E_NOT_DOA,No DOA/AoA/array context in title/abstract.,Range-Direction Tracking and Bayesian Cramer–Rao Bound Analysis in mmwave Systems Equipped With Imperfect Transceivers,2023,IEEE Wireless Communications Letters,10.1109/lwc.2023.3295727,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10184105,ieee_xplore_2026-02-19_06-02-26.csv,"The range and direction tracking process and its associated Bayesian Cramer-Rao bound (BCRB) are investigated here in the context of imperfect transceivers. Specifically, a Kalman filter based tracker (KFT) accomplishes the tracking, paying attention in its design to the range an..."
REVIEW,R_DOA_ONLY,Mentions DOA/AoA but no explicit Kalman/tracking terms; review.,Evaluation of Feedback and Feedforward Coupling of Synthetic Aperture Navigation with LTE Signals,2019,2019 IEEE 90th Vehicular Technology Conference (VTC2019-Fall),10.1109/vtcfall.2019.8891521,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8891521,ieee_xplore_2026-02-19_06-02-26.csv,An indoor pedestrian localization system which is based on cellular long-term evolution (LTE) carrier phase measurements and synthetic aperture navigation (SAN) is developed. The proposed system relies on a moving antenna array to determine the direction-of-arrival (DOA) of recei...
INCLUDE,I_DOA_TRACK,Mentions DOA/AoA and tracking (Kalman/EKF/UKF/innovation).,A Hybrid Tracking Algorithm for Multistatic Passive Radar,2021,IEEE Systems Journal,10.1109/jsyst.2020.2994009,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9099400,ieee_xplore_2026-02-19_06-02-26.csv,"In multistatic passive radars (MPR), multiple measurements from different bistatic pairs are usually used to locate the target due to the inaccurate direction of arrival estimation. In the real-world scenarios, the available bistatic pairs may be not enough and the probability of..."
REVIEW,R_DOA_ONLY,Mentions DOA/AoA but no explicit Kalman/tracking terms; review.,High-Precision Pedestrian Positioning by Using Radio Signals from Vehicles and Roadside Units,2019,"2019 International Conference on Electronics, Information, and Communication (ICEIC)",10.23919/elinfocom.2019.8706373,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8706373,ieee_xplore_2026-02-19_06-02-26.csv,"Pedestrian-to-vehicle communications plays an important role in preventing pedestrians from traffic accidents by informing pedestrian position to drivers of nearby vehicles. Global Navigation Satellite System (GNSS), the de facto positioning method, does not work well in urban ca..."
INCLUDE,I_DOA_TRACK,Mentions DOA/AoA and tracking (Kalman/EKF/UKF/innovation).,A Kalman-based instantaneous frequency estimation for anesthetic depth measurement,2017,2017 22nd International Conference on Digital Signal Processing (DSP),10.1109/icdsp.2017.8096074,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8096074,ieee_xplore_2026-02-19_06-02-26.csv,"Fast and accurate measuring depth of anesthesia (DoA) during heavy surgeries (e.g. orthopedic or neurosurgery) is still a challenge. Late estimation of DoA in critical conditions may lead to severe effects such as a comma or conscious state, and jeopardize patient's life accordin..."
EXCLUDE,E_NOT_DOA,No DOA/AoA/array context in title/abstract.,Vehicular Positioning Using mmWave TDOA with a Dynamically Tuned Covariance Matrix,2021,2021 IEEE Globecom Workshops (GC Wkshps),10.1109/gcwkshps52748.2021.9682125,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9682125,ieee_xplore_2026-02-19_06-02-26.csv,"5G/6G small cells have the potential to enable sub- meter positioning accuracy in urban canyons and downtown scenarios, where global navigation satellite systems (GNSS) suffer the most. In order offer a robust 5G/6G time-based trilateration position solution, extended Kalman filt..."
EXCLUDE,E_NOT_DOA,No DOA/AoA/array context in title/abstract.,A Deep Learning Approach for Localization Systems of High-Speed Objects,2019,IEEE Access,10.1109/access.2019.2929444,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8765304,ieee_xplore_2026-02-19_06-02-26.csv,"This paper addresses a novel deep learning technique for localization systems of high-speed mobile objects such as autonomous vehicles. The presented localization method consists of rough and fine localizations. The rough localization exploits the modified Kalman filtering, which..."
INCLUDE,I_DOA_TRACK,Mentions DOA/AoA and tracking (Kalman/EKF/UKF/innovation).,An effective algorithm for location and tracking the ground target based on near space vehicle,2015,2015 12th International Conference on Fuzzy Systems and Knowledge Discovery (FSKD),10.1109/fskd.2015.7382344,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7382344,ieee_xplore_2026-02-19_06-02-26.csv,"In recent years, the near space vehicle has quickly attracted many countries'attention due to its tremendous strategic value. The near space vehicle technology has become the international high-tech competition of the new strategic high ground. Location and tracking for the groun..."
REVIEW,R_TRACK_ARRAY,Tracking terms with array/radar context; DOA not explicit.,Analysis of a Distributed Array System for Satellite Acquisition,2017,IEEE Transactions on Aerospace and Electronic Systems,10.1109/taes.2017.2667898,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7855715,ieee_xplore_2026-02-19_06-02-26.csv,"Orbiting satellites and other spatial vehicles have complex trajectories that can usually be precisely approximated with analytical or numerical trajectory estimation algorithms. However, some scenarios, such as Launch and Early Orbit Phase (LEOP) or critical maneuvers, present g..."
EXCLUDE,E_NOT_DOA,No DOA/AoA/array context in title/abstract.,A New TOA Localization and Synchronization System With Virtually Synchronized Periodic Asymmetric Ranging Network,2021,IEEE Internet of Things Journal,10.1109/jiot.2021.3055677,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9340247,ieee_xplore_2026-02-19_06-02-26.csv,"In this article, we design a new time-of-arrival (TOA) system for simultaneous user device (UD) localization and synchronization with a periodic asymmetric ranging network, namely, PARN. The PARN includes one primary anchor node (PAN) transmitting and receiving signals, and many ..."
EXCLUDE,E_NOT_DOA,No DOA/AoA/array context in title/abstract.,Angle Residual Weighted Adaptive Kalman Filtering for Mine-Used Underground Monorail Crane Localization Based on UWB/INS Integration,2025,IEEE Transactions on Instrumentation and Measurement,10.1109/tim.2024.3502739,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10768972,ieee_xplore_2026-02-19_06-02-26.csv,The fusion of inertial navigation systems (INS) and ultrawideband (UWB) is a primary approach to enhance the positioning accuracy and stability of mine-used underground monorail cranes (MUMC) in coal mine tunnels. UWB demonstrates high positioning accuracy in ideal conditions. It...
REVIEW,R_TRACK_ARRAY,Tracking terms with array/radar context; DOA not explicit.,"Bayesian Cramer–Rao Bound, Extended and Unscented Kalman Filters Based Tracking Through Non-Ideal Transceivers in 5G and Beyond",2024,IEEE Transactions on Vehicular Technology,10.1109/tvt.2024.3445291,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10638233,ieee_xplore_2026-02-19_06-02-26.csv,This work investigates the tracking process and its performance in milliwave ($mm$wave) systems implementing orthogonal frequency-division multiplexing (OFDM). We aim to track a single-antenna mobile station (MS) based on well-known pilots broadcast from a multiple-antenna base s...
INCLUDE,I_DOA_TRACK,Mentions DOA/AoA and tracking (Kalman/EKF/UKF/innovation).,Gaussian Tracking With Kent-Distributed Direction-of-Arrival Measurements,2021,IEEE Transactions on Vehicular Technology,10.1109/tvt.2021.3086558,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9447185,ieee_xplore_2026-02-19_06-02-26.csv,"This paper presents a Gaussian tracking algorithm with direction-of-arrival (DOA) measurements modelled via the Kent distribution. The key aspect of the algorithm is that the Kent distribution directly models the specific characteristics of DOA measurements in the 3-D space, and ..."
EXCLUDE,E_NOT_DOA,No DOA/AoA/array context in title/abstract.,Improved Trilateration Algorithm Based on Unscented Kalman Filter,2023,2023 China Automation Congress (CAC),10.1109/cac59555.2023.10452141,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10452141,ieee_xplore_2026-02-19_06-02-26.csv,"In order to solve the problem of decreased positioning accuracy caused by ranging errors in indoor or occluded situations, this paper uses the TOF algorithm based on UWB positioning system to achieve ranging, and proposes an improved trilateration positioning algorithm based on w..."
REVIEW,R_DOA_ONLY,Mentions DOA/AoA but no explicit Kalman/tracking terms; review.,3D Angle-of-Arrival Positioning Using von Mises-Fisher Distribution,2018,2018 21st International Conference on Information Fusion (FUSION),10.23919/icif.2018.8455205,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8455205,ieee_xplore_2026-02-19_06-02-26.csv,We propose modeling an angle-of-arrival (AOA) positioning measurement as a 3-dimensional von Mises-Fisher (VMF)-distributed unit vector instead of the conventional normally distributed azimuth and elevation measurements. Describing the 2-dimensional AOA measurement with three num...
REVIEW,R_TRACK_ARRAY,Tracking terms with array/radar context; DOA not explicit.,An Advanced Cubature Information Filtering for Indoor Multiple Wideband Source Tracking With a Distributed Noise Statistics Estimator,2019,IEEE Access,10.1109/access.2019.2947600,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8869836,ieee_xplore_2026-02-19_06-02-26.csv,"Acoustic vector sensor (AVS) is an effective tool to tracking acoustic sources. However, for the problem of tracking multiple wideband sources using distributed AVS array (DAVS), there are still unsolved issues which include measurements-to-targets association and targets trackin..."
INCLUDE,I_DOA_TRACK,Mentions DOA/AoA and tracking (Kalman/EKF/UKF/innovation).,Direct Traget Tracking Algorithm,2017,"2017 International Conference on Computer Technology, Electronics and Communication (ICCTEC)",10.1109/icctec.2017.00114,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8789270,ieee_xplore_2026-02-19_06-02-26.csv,"Traditional target tracking methods address the target tracking problem by measuring information, such as time difference of arrival (TDOA), direction of arrival (DOA), and frequency difference of arrival (FDOA). In this paper, the direct target tracking (DTT) algorithm for the t..."
INCLUDE,I_DOA_TRACK,Mentions DOA/AoA and tracking (Kalman/EKF/UKF/innovation).,ADS-B signal tracking method based on LSTM network,2023,2023 3rd International Conference on Electronic Information Engineering and Computer (EIECT),10.1109/eiect60552.2023.10442184,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10442184,ieee_xplore_2026-02-19_06-02-26.csv,"The target tracking of the Automatic Dependent Surveillance – Broadcast (ADS-B) with the help of low earth orbit satellite (LEO) achieve large-scale, all-weather and long-term signal source location tracking, which is of certain significance for aircraft flight path planning. In ..."
INCLUDE,I_DOA_TRACK,Mentions DOA/AoA and tracking (Kalman/EKF/UKF/innovation).,Audio-Visual Tracking of Multiple Speakers Via a PMBM Filter,2022,"ICASSP 2022 - 2022 IEEE International Conference on Acoustics, Speech and Signal Processing (ICASSP)",10.1109/icassp43922.2022.9747595,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9747595,ieee_xplore_2026-02-19_06-02-26.csv,Audio-visual tracking of multiple speakers requires to estimate the state (e.g. velocity and location) of each speaker by leveraging the information of both audio and visual modalities. Estimating the number of speakers and their states jointly remains a challenging problem. We p...
REVIEW,R_TRACK_ARRAY,Tracking terms with array/radar context; DOA not explicit.,Acoustic UAV Detection using Spherical Array Beamforming,2022,"2022 56th Asilomar Conference on Signals, Systems, and Computers",10.1109/ieeeconf56349.2022.10051923,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10051923,ieee_xplore_2026-02-19_06-02-26.csv,We present an application for the acoustic detection and tracking of Unmanned Aerial Vehicles (UAVs) using a spherical harmonic multiple signal classification technique implemented for a commercially available spherical array. Preliminary results obtained during field testing dem...
INCLUDE,I_DOA_TRACK,Mentions DOA/AoA and tracking (Kalman/EKF/UKF/innovation).,Joint 3D Positioning and Network Synchronization in 5G Ultra-Dense Networks Using UKF and EKF,2016,2016 IEEE Globecom Workshops (GC Wkshps),10.1109/glocomw.2016.7848938,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7848938,ieee_xplore_2026-02-19_06-02-26.csv,It is commonly expected that future fifth generation (5G) networks will be deployed with a high spatial density of access nodes (ANs) in order to meet the envisioned capacity requirements of the upcoming wireless networks. Densification is beneficial not only for communications b...
EXCLUDE,E_ARRAY_NO_DOA_TRACK,Array/radar terms but no DOA or tracking terms.,An Imaging Algorithm for Obstacle Detection of Tunnel Horizontal Transporter Based on Millimeter Wave Radar,2022,2022 4th International Academic Exchange Conference on Science and Technology Innovation (IAECST),10.1109/iaecst57965.2022.10062270,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10062270,ieee_xplore_2026-02-19_06-02-26.csv,"Due to the influence of the tunnel environment, the tunnel horizontal vehicle may encounter obstacles in the course of operation, which may cause hidden dangers to the safety of the vehicle, in this environment, it is necessary to design an algorithm for obstacle detection to avo..."
INCLUDE,I_DOA_TRACK,Mentions DOA/AoA and tracking (Kalman/EKF/UKF/innovation).,A Novel Acoustic SLAM Method Based on Single Cluster Probability Hypothesis Density Filter,2025,IEEE Transactions on Instrumentation and Measurement,10.1109/tim.2025.3556904,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10947182,ieee_xplore_2026-02-19_06-02-26.csv,"Robustness to uncertain source numbers and data association is a key challenge for acoustic simultaneous localization and mapping (ASLAM). To address this problem, a novel acoustic probability hypothesis density (PHD)-SLAM method with an improved single cluster PHD filter is prop..."
INCLUDE,I_DOA_TRACK,Mentions DOA/AoA and tracking (Kalman/EKF/UKF/innovation).,Thin Cable Fiber-Optic Hydrophone Array for Passive Acoustic Surveillance Applications,2019,IEEE Sensors Journal,10.1109/jsen.2019.2894323,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8624509,ieee_xplore_2026-02-19_06-02-26.csv,"Fiber-optic interferometric sensing is a very attractive approach for creating lightweight, high-sensitive, and fully passive fiber-optic hydrophone arrays. In this paper, results of sea trials of the thin cable fiber-optic hydrophone array for passive acoustic surveillance appli..."
EXCLUDE,E_NOT_DOA,No DOA/AoA/array context in title/abstract.,An Introduction to Kalman Filtering Implementation for Localization and Tracking Applications,2019,"Handbook of Position Location: Theory, Practice, and Advances",10.1002/9781119434610.ch5,,https://ieeexplore.ieee.org/xpl/ebooks/bookPdfWithBanner.jsp?fileName=8633731.pdf&bkn=8633728&pdfType=chapter,ieee_xplore_2026-02-19_06-02-26.csv,"This chapter investigates the implementation of linear and nonlinear Kalman filters for localization, target tracking, and navigation. It formulates the positioning problem in the estimation context and presents a deterministic derivation for Kalman filters. The chapter introduce..."
EXCLUDE,E_NOT_DOA,No DOA/AoA/array context in title/abstract.,Continuous passive TDOA location method based on multi-flight-vehicle cooperation,2018,2018 Chinese Control And Decision Conference (CCDC),10.1109/ccdc.2018.8407632,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8407632,ieee_xplore_2026-02-19_06-02-26.csv,"In order to detect passively targets fixed on the ground or targets on the sea surface with multi-flight-vehicle cooperation, a continuous passive TDOA (Time difference of arrival) location method is presented which can be applied to multi-flight-vehicle platform. Measurement inf..."
EXCLUDE,E_NOT_DOA,No DOA/AoA/array context in title/abstract.,Factor Graph-Based Technique for Trajectory Tracking of Target with High Mobility,2024,IEICE Communications Express,10.23919/comex.2024xbl0132,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10675312,ieee_xplore_2026-02-19_06-02-26.csv,This paper presents a trajectory tracking algorithm for high-mobility targets using an extended Kalman smoothing (EKS)-based factor graph (FG). Traditional tracking methods often face challenges in maintaining accuracy and computational efficiency when dealing with fast-moving ob...
INCLUDE,I_DOA_TRACK,Mentions DOA/AoA and tracking (Kalman/EKF/UKF/innovation).,Synthetic Aperture Local Conformal Autoencoder for Semi-Supervised Speaker’s DOA Tracking,2025,"IEEE Transactions on Audio, Speech and Language Processing",10.1109/taslpro.2025.3587465,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11080057,ieee_xplore_2026-02-19_06-02-26.csv,"In this article, we address the problem of tracking the direction of arrival (DOA) of a moving speaker in noisy and reverberant environments. We aim to achieve this in real-time, using as few measurements as possible. Toward this goal, we present a semi-supervised learning scheme..."
EXCLUDE,E_ARRAY_NO_DOA_TRACK,Array/radar terms but no DOA or tracking terms.,Online simultaneous localization and mapping of multiple sound sources and asynchronous microphone arrays,2016,2016 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),10.1109/iros.2016.7759311,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7759311,ieee_xplore_2026-02-19_06-02-26.csv,This paper presents an online method of simultaneous localization and mapping (SLAM) for estimating the positions of multiple moving sound sources and stationary robots and synchronizing microphone arrays attached to those robots. Since each robot with a microphone array can sole...
EXCLUDE,E_NOT_DOA,No DOA/AoA/array context in title/abstract.,Continuous high-accuracy radio positioning of cars in ultra-dense 5G networks,2017,2017 13th International Wireless Communications and Mobile Computing Conference (IWCMC),10.1109/iwcmc.2017.7986272,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7986272,ieee_xplore_2026-02-19_06-02-26.csv,"The upcoming fifth generation (5G) radio networks will be the game changer of future societies. In addition to obvious improvements in wireless communications, 5G enables also highly accurate user equipment (UE) positioning that is carried out on the network side. Such a solution..."
EXCLUDE,E_NOT_DOA,No DOA/AoA/array context in title/abstract.,Continuous device positioning and synchronization in 5g dense networks with skewed clocks,2017,2017 IEEE 18th International Workshop on Signal Processing Advances in Wireless Communications (SPAWC),10.1109/spawc.2017.8227741,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8227741,ieee_xplore_2026-02-19_06-02-26.csv,"Fifth generation (5G) radio networks are expected to provide remarkable improvements in the user experience due to faster data rates and lower latencies, for example. These kind of enhancements are made possible by several technical advances when compared to the existing networks..."
REVIEW,R_TRACK_ARRAY,Tracking terms with array/radar context; DOA not explicit.,A Reduced-Dimension CKF-Based Constrained Constant Modulus Beamformer,2023,2023 IEEE 23rd International Conference on Communication Technology (ICCT),10.1109/icct59356.2023.10419746,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10419746,ieee_xplore_2026-02-19_06-02-26.csv,"A reduced-dimension CKF-based constrained constant modulus adaptive beamforming algorithm is proposed in this letter. By introducing linear constraints, the constant modulus criterion is converted from non-convex problem to a convex problem and enable the beamformer to mitigate s..."
